Tiempo;Distancia
0;0.83
0.20001;0.78
0.40002;0.71
0.60003;0.65
0.80004;0.59
1.00005;0.54
1.20006;0.49
1.40007;0.45
1.60008;0.41
1.80009;0.37
2.0001;0.33
2.20011;0.3
2.40012;0.27
2.60013;0.24
2.80014;0.21
3.00015;0.21
3.20016;0.17
3.40017;0.16
3.60018;0.16
3.80019;0.14
4.0002;0.15
4.20021;0.15
4.40022;0.15
4.60023;0.15
4.80024;0.15
5.00025;0.15
5.20026;0.15
5.40027;0.15
